,ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,gmtOffsetMilliSeconds,quoteType
4485,LIND,"Lindblad Expeditions Holdings, Inc.",2020-02-25T05:00:00.000Z,TNS,-0.04,-0.03,21.05,0,EQUITY
4486,ELEZY,"Endesa, S.A.",2020-02-25T05:00:00.000Z,TNS,,0.0,,0,EQUITY
4487,TGONF,Tetragon Financial Group Limited,2020-02-25T05:00:00.000Z,TNS,,,,0,EQUITY
4488,FRPT,"Freshpet, Inc.",2020-02-25T05:00:00.000Z,TNS,0.17,0.12,-28.14,0,EQUITY
4489,FTROF,First Resources Limited,2020-02-25T05:00:00.000Z,TNS,0.02,0.02,0.0,0,EQUITY
4490,PLNT,"Planet Fitness, Inc.",2020-02-25T05:00:00.000Z,TNS,0.41,0.44,6.8,0,EQUITY
4491,NNDIF,Noranda Income Fund,2020-02-25T05:00:00.000Z,TNS,,,,0,EQUITY
4492,FI,Frank's International N.V.,2020-02-25T05:00:00.000Z,TNS,-0.04,-0.06,-50.0,0,EQUITY
4493,FRHHF,Freshii Inc.,2020-02-25T05:00:00.000Z,TNS,0.02,0.01,-50.0,0,EQUITY
4494,GLNG,Golar LNG Limited,2020-02-25T05:00:00.000Z,TNS,0.09,0.18,104.55,0,EQUITY
4495,MGPHF,Mason Graphite Inc.,2020-02-25T05:00:00.000Z,TNS,,,,0,EQUITY
4496,WNGRF,George Weston Limited,2020-02-25T05:00:00.000Z,TNS,1.87,1.69,-9.77,0,EQUITY
4497,GWPH,GW Pharmaceuticals plc,2020-02-25T05:00:00.000Z,TNS,-0.52,-0.84,-61.54,0,EQUITY
4498,RVLV,"Revolve Group, Inc.",2020-02-25T05:00:00.000Z,TNS,0.11,0.12,8.11,0,EQUITY
4500,GNK,Genco Shipping & Trading Limited,2020-02-25T05:00:00.000Z,TNS,0.07,0.07,-5.41,0,EQUITY
4501,SPCE,"Virgin Galactic Holdings, Inc.",2020-02-25T05:00:00.000Z,TNS,-0.19,,,0,EQUITY
4502,GMLP,Golar LNG Partners LP,2020-02-25T05:00:00.000Z,TNS,0.24,0.44,85.65,0,EQUITY
4503,PRGX,"PRGX Global, Inc.",2020-02-25T05:00:00.000Z,TNS,0.24,-0.19,-180.85,0,EQUITY
4504,INN,"Summit Hotel Properties, Inc.",2020-02-25T05:00:00.000Z,TNS,0.02,0.05,150.0,0,EQUITY
4505,PBTHF,PointsBet Holdings Limited,2020-02-25T05:00:00.000Z,TNS,,,,0,EQUITY
4506,INN-PE,"Summit Hotel Properties, Inc.",2020-02-25T05:00:00.000Z,TNS,0.02,0.05,150.0,0,EQUITY
4507,SLCA,"U.S. Silica Holdings, Inc.",2020-02-25T05:00:00.000Z,TNS,-0.53,-0.53,0.93,0,EQUITY
4508,REVSF,Riverstone Holdings Limited,2020-02-25T05:00:00.000Z,TNS,,,,0,EQUITY
4509,LNTH,"Lantheus Holdings, Inc.",2020-02-25T05:00:00.000Z,TNS,0.3,0.34,13.71,0,EQUITY
4510,LL,"Lumber Liquidators Holdings, Inc.",2020-02-25T05:00:00.000Z,TNS,0.15,0.56,273.33,0,EQUITY
4512,PARR,"Par Pacific Holdings, Inc.",2020-02-25T05:00:00.000Z,TNS,0.55,1.02,86.47,0,EQUITY
4513,RHP,"Ryman Hospitality Properties, Inc.",2020-02-25T05:00:00.000Z,TNS,0.89,0.85,-3.95,0,EQUITY
4514,HY,"Hyster-Yale Materials Handling, Inc.",2020-02-25T05:00:00.000Z,TNS,0.98,0.2,-79.59,0,EQUITY
4515,LGIH,"LGI Homes, Inc.",2020-02-25T05:00:00.000Z,TNS,2.34,2.52,7.78,0,EQUITY
4516,OVUEF,OneVue Holdings Limited,2020-02-25T05:00:00.000Z,TNS,,,,0,EQUITY
4517,THTX,Theratechnologies Inc.,2020-02-25T05:00:00.000Z,TNS,-0.01,-0.08,-700.0,0,EQUITY
4518,M,"Macy's, Inc.",2020-02-25T05:00:00.000Z,TNS,1.96,2.12,8.05,0,EQUITY
4519,MMDZF,Mainstay Medical International plc,2020-02-25T05:00:00.000Z,TNS,,,,0,EQUITY
4520,TREE,"LendingTree, Inc.",2020-02-25T05:00:00.000Z,TNS,1.43,1.12,-21.62,0,EQUITY
4521,MRTX,"Mirati Therapeutics, Inc.",2020-02-25T05:00:00.000Z,TNS,-1.44,-1.83,-26.91,0,EQUITY
4522,LBY,Libbey Inc.,2020-02-25T05:00:00.000Z,TNS,0.09,-0.76,-944.44,0,EQUITY
4523,LDL,"Lydall, Inc.",2020-02-25T05:00:00.000Z,TNS,0.17,-0.17,-200.0,0,EQUITY
4524,WRI-PF,Weingarten Realty Investors,2020-02-25T05:00:00.000Z,TNS,0.25,0.58,132.0,0,EQUITY
4525,WWW,"Wolverine World Wide, Inc.",2020-02-25T05:00:00.000Z,TNS,0.58,0.59,1.37,0,EQUITY
4526,QRTEA,"Qurate Retail, Inc.",2020-02-25T05:00:00.000Z,TNS,0.66,0.68,2.56,0,EQUITY
4527,INSM,Insmed Incorporated,2020-02-25T05:00:00.000Z,TNS,-0.58,-0.59,-1.72,0,EQUITY
4528,STWD,"Starwood Property Trust, Inc.",2020-02-25T05:00:00.000Z,TNS,0.53,0.47,-10.82,0,EQUITY
4529,QRTEB,"Qurate Retail, Inc.",2020-02-25T05:00:00.000Z,TNS,0.66,0.68,2.56,0,EQUITY
4530,ORA,"Ormat Technologies, Inc.",2020-02-25T05:00:00.000Z,TNS,0.52,0.24,-53.85,0,EQUITY
4531,OUT,Outfront Media Inc.,2020-02-25T05:00:00.000Z,TNS,0.42,0.31,-25.48,0,EQUITY
4532,REAL,"The RealReal, Inc.",2020-02-25T05:00:00.000Z,TNS,-0.19,-0.17,10.99,0,EQUITY
4533,LBYYQ,Libbey Inc,2020-02-25T12:45:04.000Z,TAS,,,,0,EQUITY
4534,VCYT,"Veracyte, Inc.",2020-02-25T05:00:00.000Z,TNS,-0.07,-0.15,-100.0,0,EQUITY
4535,WBT,"Welbilt, Inc.",2020-02-25T05:00:00.000Z,TNS,0.17,0.19,10.47,0,EQUITY
4536,INGN,"Inogen, Inc.",2020-02-25T05:00:00.000Z,TNS,0.1,-0.06,-158.25,0,EQUITY
4537,INSP,"Inspire Medical Systems, Inc.",2020-02-25T05:00:00.000Z,TNS,-0.4,-0.38,5.47,0,EQUITY
4538,KRMD,"Repro Med Systems, Inc.",2020-02-25T05:00:00.000Z,TNS,0.01,0.0,-100.0,0,EQUITY
4539,OAS,Oasis Petroleum Inc.,2020-02-25T05:00:00.000Z,TNS,-0.06,-0.02,64.91,0,EQUITY
4540,UNVR,Univar Solutions Inc.,2020-02-25T05:00:00.000Z,TNS,0.31,0.29,-7.64,0,EQUITY
4541,PEN,"Penumbra, Inc.",2020-02-25T05:00:00.000Z,TNS,0.2,0.22,12.24,0,EQUITY
4542,ICPT,"Intercept Pharmaceuticals, Inc.",2020-02-25T05:00:00.000Z,TNS,-2.67,-2.99,-12.03,0,EQUITY
4543,PRFT,"Perficient, Inc.",2020-02-25T05:00:00.000Z,TNS,0.56,0.58,2.65,0,EQUITY
4544,MATX,"Matson, Inc.",2020-02-25T05:00:00.000Z,TNS,0.36,0.36,-0.83,0,EQUITY
4545,PGTI,"PGT Innovations, Inc.",2020-02-25T05:00:00.000Z,TNS,0.09,0.1,9.89,0,EQUITY
4546,SUPN,"Supernus Pharmaceuticals, Inc.",2020-02-25T05:00:00.000Z,TNS,0.6,0.62,2.82,0,EQUITY
4547,SYX,Systemax Inc.,2020-02-25T05:00:00.000Z,TNS,0.25,0.3,22.45,0,EQUITY
4548,NRIFF,Nuvo Pharmaceuticals Inc.,2020-02-25T05:00:00.000Z,TNS,-0.05,-0.04,20.0,0,EQUITY
4549,VVPR,VivoPower International PLC,2020-02-25T13:00:10.000Z,TAS,,,,0,EQUITY
4550,TCX,Tucows Inc,2020-02-25T15:59:00.000Z,TNS,0.36,0.54,50.0,0,EQUITY
4551,MGNX,"MacroGenics, Inc.",2020-02-25T05:00:00.000Z,TNS,-1.01,-0.61,39.72,0,EQUITY
4552,WRI,Weingarten Realty Investors,2020-02-25T05:00:00.000Z,TNS,0.25,0.58,132.0,0,EQUITY
4553,KXSCF,Kinaxis Inc.,2020-02-25T05:00:00.000Z,TNS,0.36,0.4,12.04,0,EQUITY
4554,WW,"WW International, Inc.",2020-02-25T05:00:00.000Z,TNS,0.38,0.42,10.53,0,EQUITY
4555,KURA,"Kura Oncology, Inc.",2020-02-25T05:00:00.000Z,TNS,-0.41,-0.39,5.8,0,EQUITY
4556,NPIFF,Northland Power Inc.,2020-02-25T05:00:00.000Z,TNS,0.43,0.74,72.9,0,EQUITY
4557,CRM,"salesforce.com, inc.",2020-02-25T05:00:00.000Z,TNS,0.56,0.66,18.92,0,EQUITY
4558,VNDA,Vanda Pharmaceuticals Inc.,2020-02-25T05:00:00.000Z,TNS,0.11,0.08,-29.2,0,EQUITY
4559,SDC,"SmileDirectClub, Inc.",2020-02-25T05:00:00.000Z,TNS,-0.09,-0.25,-174.73,0,EQUITY
4561,PRTK,"Paratek Pharmaceuticals, Inc.",2020-02-25T05:00:00.000Z,TNS,-0.81,-0.81,-0.25,0,EQUITY
4562,JAZZ,Jazz Pharmaceuticals plc,2020-02-25T05:00:00.000Z,TNS,4.12,4.42,7.26,0,EQUITY
4563,JBGS,JBG SMITH Properties,2020-02-25T05:00:00.000Z,TNS,0.01,0.25,4900.0,0,EQUITY
4564,MDWD,MediWound Ltd.,2020-02-25T05:00:00.000Z,TNS,-0.1,-0.13,-23.81,0,EQUITY
4565,RLJ,RLJ Lodging Trust,2020-02-25T05:00:00.000Z,TNS,0.07,0.17,132.88,0,EQUITY
4567,OPRA,Opera Limited,2020-02-25T05:00:00.000Z,TNS,0.09,0.2,122.22,0,EQUITY
4568,LENTY,Lenta PLC,2020-02-25T05:00:00.000Z,TNS,,,,0,EQUITY
4569,TKRFF,Tinka Resources Limited,2020-02-25T05:00:00.000Z,TNS,,,,0,EQUITY
4570,RLJ-PA,RLJ Lodging Trust,2020-02-25T05:00:00.000Z,TNS,0.07,0.17,132.88,0,EQUITY
4571,MNK,Mallinckrodt plc,2020-02-25T05:00:00.000Z,TNS,2.06,2.4,16.5,0,EQUITY
4572,MANU,Manchester United plc,2020-02-25T05:00:00.000Z,TNS,18.0,21.25,18.06,0,EQUITY
4573,MGRC,McGrath RentCorp,2020-02-25T05:00:00.000Z,TNS,0.94,1.07,14.19,0,EQUITY
4574,OCINF,OCI N.V.,2020-02-25T05:00:00.000Z,TNS,0.14,-0.21,-250.0,0,EQUITY
4575,PSA-PX,Public Storage,2020-02-25T05:00:00.000Z,TNS,2.01,1.87,-7.1,0,EQUITY
4576,PSA,Public Storage,2020-02-25T05:00:00.000Z,TNS,2.01,1.87,-7.1,0,EQUITY
4577,PAZRF,Plaza Retail REIT,2020-02-25T05:00:00.000Z,TNS,,,,0,EQUITY
4578,HPT,Service Properties Trust,2020-02-25T18:30:00.000Z,BMO,,,,0,EQUITY
4579,SRRTF,Slate Retail REIT,2020-02-25T05:00:00.000Z,TNS,,,,0,EQUITY
4580,MZTFF,,2020-02-25T05:00:00.000Z,TNS,,1.87,,0,EQUITY
4581,DDD,3D Systems Corporation,2020-02-26T05:00:00.000Z,TNS,0.01,0.05,525.0,0,EQUITY
4582,ACGYF,Subsea 7 S.A.,2020-02-26T05:00:00.000Z,TNS,0.07,-0.45,-761.76,0,EQUITY
4583,APT,Alpha Pro Tech Ltd,2020-02-26T11:45:10.000Z,TAS,,,,0,EQUITY
4584,ALSSF,"Alsea, S.A.B. de C.V.",2020-02-26T05:00:00.000Z,TNS,0.31,0.55,75.72,0,EQUITY
4585,BDWBF,Budweiser Brewing Company APAC Limited,2020-02-26T05:00:00.000Z,TNS,0.0,0.0,0.0,0,EQUITY
4586,GCP,GCP Applied Technologies Inc.,2020-02-26T05:00:00.000Z,TNS,0.25,0.27,8.87,0,EQUITY
4587,ISFFF,ISS A/S,2020-02-26T05:00:00.000Z,TNS,5.65,,,0,EQUITY
4588,SAMZF,Samui Airport Property Fund (Leasehold),2020-02-26T05:00:00.000Z,TNS,,,,0,EQUITY
4590,ATAX,"America First Multifamily Investors, L.P.",2020-02-26T05:00:00.000Z,TNS,0.17,0.16,-5.88,0,EQUITY
4591,AEGN,Aegion Corporation,2020-02-26T05:00:00.000Z,TNS,0.4,0.39,-2.01,0,EQUITY
4592,ANAT,American National Insurance Co,2020-02-26T20:13:01.000Z,TAS,,,,0,EQUITY
4593,APA,Apache Corporation,2020-02-26T05:00:00.000Z,TNS,-0.06,0.08,229.03,0,EQUITY
4594,ALSRF,alstria office REIT-AG,2020-02-26T05:00:00.000Z,TNS,0.16,0.13,-18.75,0,EQUITY
4595,ALXXF,Avante Logixx Inc.,2020-02-26T05:00:00.000Z,TNS,,,,0,EQUITY
4596,AMRX,"Amneal Pharmaceuticals, Inc.",2020-02-26T05:00:00.000Z,TNS,0.05,0.08,56.86,0,EQUITY
4597,RAIL,"FreightCar America, Inc.",2020-02-26T05:00:00.000Z,TNS,-0.59,-1.29,-116.81,0,EQUITY
4598,SSHPF,VOW ASA,2020-02-26T05:00:00.000Z,TNS,,,,0,EQUITY
4599,GBDMF,"Global Dominion Access, S.A.",2020-02-26T05:00:00.000Z,TNS,,,,0,EQUITY
4600,ACA,"Arcosa, Inc.",2020-02-26T05:00:00.000Z,TNS,0.42,0.43,1.9,0,EQUITY
4601,AHEXF,Adecco Group AG,2020-02-26T05:00:00.000Z,TNS,1.17,1.8,54.51,0,EQUITY
4602,ANSS,"ANSYS, Inc.",2020-02-26T05:00:00.000Z,TNS,1.98,2.24,13.19,0,EQUITY
4603,AMVMF,AMG Advanced Metallurgical Group N.V.,2020-02-26T05:00:00.000Z,TNS,,,,0,EQUITY
4604,ASKTF,Asetek A/S,2020-02-26T05:00:00.000Z,TNS,,,,0,EQUITY
4605,ALEX,"Alexander & Baldwin, Inc.",2020-02-26T05:00:00.000Z,TNS,0.1,0.07,-32.04,0,EQUITY
4606,AEE,Ameren Corporation,2020-02-26T05:00:00.000Z,TNS,0.31,0.38,21.79,0,EQUITY
4607,AFINP,"American Finance Trust, Inc.",2020-02-26T05:00:00.000Z,TNS,0.25,-0.03,-112.0,0,EQUITY
4608,AFIN,"American Finance Trust, Inc.",2020-02-26T05:00:00.000Z,TNS,0.25,-0.03,-112.0,0,EQUITY
4609,AMK,"AssetMark Financial Holdings, Inc.",2020-02-26T05:00:00.000Z,TNS,0.26,0.27,3.05,0,EQUITY
4610,ARNA,"Arena Pharmaceuticals, Inc.",2020-02-26T05:00:00.000Z,TNS,-1.55,-1.76,-13.77,0,EQUITY
4611,PESAF,Panoro Energy ASA,2020-02-26T05:00:00.000Z,TNS,0.05,0.05,0.0,0,EQUITY
4613,ASM,Avino Silver & Gold Mines Ltd.,2020-02-26T05:00:00.000Z,TNS,-0.12,-0.42,-241.46,0,EQUITY
4614,AHEXY,Adecco Group AG,2020-02-26T05:00:00.000Z,TNS,1.17,1.8,54.51,0,EQUITY
4615,AZTEF,"TV Azteca, S.A.B. de C.V.",2020-02-26T05:00:00.000Z,TNS,,0.01,,0,EQUITY
4616,SALRF,SalMar ASA,2020-02-26T05:00:00.000Z,TNS,5.84,3.99,-31.64,0,EQUITY
4617,PTAIF,PT Astra International Tbk,2020-02-26T05:00:00.000Z,TNS,129.05,144.0,11.59,0,EQUITY
4618,ATRO,Astronics Corporation,2020-02-26T05:00:00.000Z,TNS,-0.11,0.19,277.57,0,EQUITY
4619,COLZF,Coca-Cola Icecek Anonim Sirketi,2020-02-26T05:00:00.000Z,TNS,,0.0,,0,EQUITY
4620,STAY,"Extended Stay America, Inc.",2020-02-26T05:00:00.000Z,TNS,0.14,0.14,1.45,0,EQUITY
4621,WTR,Aqua America Inc,2020-02-27T02:00:00.000Z,AMC,0.32,,,0,EQUITY
4622,AMMHF,AMMB Holdings Berhad,2020-02-26T05:00:00.000Z,TNS,,,,0,EQUITY
4623,AMCX,AMC Networks Inc.,2020-02-26T05:00:00.000Z,TNS,1.76,1.69,-3.92,0,EQUITY
4624,WBRBF,Wienerberger AG,2020-02-26T05:00:00.000Z,TNS,,0.38,,0,EQUITY
4625,WBRBY,Wienerberger AG,2020-02-26T05:00:00.000Z,TNS,,0.38,,0,EQUITY
